miasto,stacja,wskaznik,data,wartosc
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 11:00:00,4.0
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 10:00:00,5.0
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 09:00:00,6.8
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 08:00:00,5.6
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 07:00:00,5.3
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 06:00:00,4.1
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 05:00:00,4.0
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 04:00:00,3.1
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 03:00:00,3.0
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 02:00:00,3.3
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 01:00:00,4.0
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-10 00:00:00,4.2
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-09 23:00:00,5.4
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-09 22:00:00,5.5
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-09 21:00:00,5.2
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-09 20:00:00,5.4
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-09 19:00:00,4.7
Warszawa,"Warszawa, Al. Solidarności",pył zawieszony PM10,2026-07-09 18:00:00,4.2
